,Row,City,Country,Latitude,Longitude,Temperature(F),Humidity(%),Cloudiness(%),Wind Speed(mph)
280,280,Husavik,CA,50.56,-96.99,-37.07,0,0,3.91
281,281,San Cristobal,EC,-0.39,-78.55,66.2,59,75,2.24
282,282,Pangai,TO,-19.8,-174.35,77.51,100,92,6.49
284,284,Paamiut,GL,61.99,-49.67,31.16,95,88,39.48
285,285,Nova Mayachka,UA,46.6,33.23,28.4,74,0,6.71
286,286,Coahuayana,MX,18.62,-100.35,65.04,60,36,1.68
290,290,Innisfail,CA,52.02,-113.95,5,77,90,12.75
291,291,Micheweni,TZ,-4.97,39.83,82.91,98,0,19.24
292,292,Jiuquan,CN,39.73,98.49,11.36,80,68,2.13
293,293,Berlevag,NO,70.86,29.09,11.94,100,68,3.91
294,294,Hirara,JP,24.8,125.28,72.15,100,0,8.16
295,295,Brenham,US,30.17,-96.4,45.86,63,90,32.21
296,296,Mahajanga,MG,-15.72,46.32,82.4,83,20,6.93
298,298,Poum,MK,41.28,20.71,37.46,100,92,2.01
299,299,Ancud,CL,-41.87,-73.83,69.8,64,0,8.05
300,300,Irituia,BR,-1.77,-47.44,79.04,100,92,2.91
301,301,Gulkevichi,RU,45.36,40.7,40.2,71,92,11.74
302,302,Ayr,GB,55.46,-4.63,38.39,93,75,5.82
304,304,Nishihara,JP,35.74,139.53,37.94,66,1,2.57
305,305,Adrar,DZ,27.87,-0.29,66.2,20,0,12.75
306,306,Mayumba,GA,-3.44,10.65,80.39,100,48,7.72
307,307,Bethel,US,60.79,-161.76,-0.48,86,1,10.29
308,308,West Milford,US,41.13,-74.37,33.94,72,90,6.93
309,309,Bereda,ES,43.27,-7.54,53.6,100,75,2.24
310,310,Gimli,CA,50.63,-96.99,-37.07,0,0,3.91
311,311,Longyearbyen,NO,78.22,15.63,-0.41,70,40,4.7
312,312,Volkhov,RU,59.92,32.34,14.64,83,80,6.71
313,313,Ewa Beach,US,21.32,-158.01,69.71,81,1,4.7
314,314,Guadalupe y Calvo,MX,26.09,-106.96,33.9,62,0,1.9
315,315,Honningsvag,NO,70.98,25.97,24.41,100,64,11.3
316,316,Hami,CN,42.84,93.51,15.09,67,64,2.8
317,317,Geraldton,CA,49.72,-86.95,-22.01,67,5,3.58
318,318,Sinaloa,MX,32.55,-115.28,51.69,76,20,5.82
319,319,Alugan,PH,12.22,125.48,75.35,100,100,17
320,320,Salalah,OM,17.01,54.1,77,69,0,2.24
321,321,Manokwari,ID,-0.87,134.08,80.79,100,68,0.56
323,323,Kenai,US,60.55,-151.26,-1.48,82,1,6.49
324,324,Lagoa,PT,37.14,-8.45,62.6,82,40,18.34
325,325,Horsham,AU,-36.71,142.2,59.69,61,0,9.17
326,326,Radzyn Podlaski,PL,51.78,22.62,28.4,86,90,2.24
327,327,Dingle,PH,11,122.67,76.7,74,48,14.76
328,328,Thanatpin,MM,17.29,96.58,77,88,40,2.24
329,329,Baykit,RU,61.68,96.39,14.24,79,68,11.41
330,330,Northam,GB,51.04,-4.21,46.4,87,40,4.7
331,331,Coari,BR,-4.09,-63.14,82.64,88,68,3.36
332,332,Palmer,AU,-34.85,139.16,62.6,55,0,12.75
333,333,Manono,CD,-7.3,27.4,72.83,89,80,8.72
334,334,Mount Gambier,AU,-37.83,140.78,51.8,93,0,2.24
336,336,Nome,US,30.04,-94.42,51.37,64,90,19.46
337,337,Japura,ID,-0.42,102.29,84.44,52,48,4.03
338,338,Teahupoo,PF,-17.83,-149.27,78.8,78,20,4.7
339,339,Nhulunbuy,AU,-12.18,136.78,84.2,83,88,8.05
340,340,Phonhong,LA,18.5,102.42,71.6,83,75,4.7
341,341,Sabha,LY,27.03,14.43,71.07,31,92,8.16
342,342,Salinopolis,BR,-0.61,-47.36,80.66,100,44,10.85
343,343,Gat,SN,14.69,-16.54,81.72,15,0,16.11
344,344,Chiredzi,ZW,-21.05,31.67,92.54,48,0,12.75
346,346,Sorland,NO,67.67,12.69,35.07,100,68,9.62
347,347,Vao,EE,59.1,26.19,24.77,93,76,8.16
348,348,Bud,NO,62.91,6.91,30.78,86,75,3.36
349,349,Sukumo,JP,32.94,132.72,42.72,80,24,3.69
350,350,Leningradskiy,RU,69.38,178.42,-12.81,81,8,16.22
352,352,Apac,UG,1.98,32.53,84.08,50,0,5.7
353,353,Saint-Francois,FR,46.42,3.91,41,81,90,3.36
354,354,Teguise,ES,29.06,-13.56,64.4,68,90,16.11
355,355,Toamasina,MG,-18.17,49.38,82.4,78,20,5.82
356,356,Isangel,VU,-19.55,169.27,78.32,100,80,19.8
357,357,Laguna,MX,27.52,-110.01,62.6,51,5,2.35
359,359,Zyryanka,RU,65.73,150.89,-42.02,0,8,3.13
360,360,Zemio,CF,5.02,25.13,87.68,44,0,3.69
361,361,Magdagachi,RU,53.45,125.8,-8.58,63,0,7.49
362,362,Cape Canaveral,US,28.41,-80.6,72.61,56,1,9.17
363,363,Aitape,PG,-3.15,142.36,80.3,98,92,3.91
364,364,Abha,SA,18.22,42.5,58.14,76,20,8.05
365,365,Obuasi,GH,6.21,-1.69,87.45,72,24,5.93
366,366,Tadine,NC,-21.55,167.88,77.1,99,56,17.45
367,367,Pontianak,ID,-0.02,109.34,77,94,75,5.82
368,368,Nacogdoches,US,31.6,-94.66,38.68,76,90,20.8
369,369,Faanui,PF,-16.48,-151.75,81.87,100,64,14.43
370,370,Two Hills,CA,53.71,-111.75,-4.04,73,64,14.32
371,371,Hithadhoo,MV,-0.6,73.08,80.75,100,88,5.59
372,372,Haines Junction,CA,60.75,-137.51,-6.56,77,36,2.13
373,373,Zhigalovo,RU,54.81,105.15,-4.22,61,36,2.13
374,374,Tura,IN,25.52,90.21,55.1,82,0,2.35
375,375,Carmarthen,GB,51.86,-4.31,48.2,87,48,3.36
376,376,Naze,NG,5.43,7.07,96.8,44,75,5.82
377,377,Hoquiam,US,46.98,-123.89,47.79,86,90,10.29
379,379,Tazovskiy,RU,67.47,78.7,3.08,83,48,17
380,380,Solano,PH,16.52,121.18,65.85,97,88,2.91
381,381,Predivinsk,RU,57.07,93.44,24.54,78,88,10.29
383,383,Le Port,FR,42.87,1.37,42.8,52,20,6.93
384,384,Vostok,RU,46.45,135.83,-17.85,24,32,2.24
386,386,Aksay,RU,47.27,39.86,35.6,100,75,6.71
387,387,Mount Isa,AU,-20.73,139.49,95,20,0,11.41
388,388,Buchanan,LR,5.88,-10.05,87.8,66,75,13.87
389,389,Deputatskiy,RU,69.3,139.9,-62.85,0,0,2.68
390,390,Boa Vista,BR,2.82,-60.67,89.6,46,75,19.46
391,391,Wuning,CN,29.26,120.23,45.87,99,100,3.91
392,392,Ust-Nera,RU,64.57,143.24,-60.74,0,36,2.13
393,393,Umba,RU,66.69,34.34,8.12,88,36,9.06
394,394,Slave Lake,CA,55.28,-114.77,3.2,84,90,19.46
395,395,Payakumbuh,ID,-0.23,100.63,73.5,85,12,2.68
396,396,Grado,ES,43.39,-6.07,46.4,100,75,4.7
397,397,Karakol,KG,42.49,78.39,0.47,72,32,1.12
398,398,Saint-Pierre,FR,48.95,4.24,35.02,86,90,9.17
399,399,Vila Franca do Campo,PT,37.72,-25.43,60.8,87,40,13.87
400,400,Druzhba,UA,49.36,25.65,17.39,82,12,2.91
402,402,Lunglei,IN,22.89,92.75,48.98,88,0,1.57
404,404,Kazachinskoye,RU,57.69,93.28,24.5,83,92,10.18
405,405,La Paz,MX,24.15,-110.32,69.8,60,5,8.05
406,406,Hanzhong,CN,33.08,107.03,22.74,75,56,2.13
407,407,Airai,TL,-8.93,125.41,70.4,94,24,0.89
408,408,Abu Samrah,SY,35.3,37.18,42.59,75,12,4.14
409,409,Santa Rosalia,IT,38.07,13.27,55.4,76,20,5.82
410,410,Sao Sepe,BR,-30.16,-53.57,71.6,78,75,11.41
411,411,Lloydminster,CA,53.28,-110.01,-5.81,76,75,24.16
413,413,Eskil,TR,38.4,33.41,25.31,100,24,4.36
414,414,Sioux Lookout,CA,50.1,-91.92,-28.56,74,1,6.93
415,415,Lerwick,GB,60.15,-1.15,38.3,80,20,11.41
416,416,Grenfell,AU,-33.9,148.16,68.82,80,0,6.15
417,417,Manadhoo,MV,5.77,73.38,80.39,100,0,5.82
419,419,Hervey Bay,AU,-25.3,152.85,69.8,88,40,1.12
420,420,Liling,CN,27.65,113.49,42.8,93,90,11.18
421,421,Cravo Norte,CO,6.3,-70.2,90.42,41,64,9.73
422,422,Sitka,US,37.17,-99.65,19.19,69,8,20.47
423,423,Denpasar,ID,-8.65,115.22,78.8,94,40,0.89
424,424,Mersing,MY,2.43,103.84,80.79,83,36,11.97
426,426,Shirokiy,RU,53.87,39.17,18.56,83,56,12.08
427,427,College,US,64.86,-147.8,0.81,84,90,2.68
428,428,Mackay,CA,53.65,-115.58,2.26,91,90,8.05
429,429,Kabanjahe,ID,3.1,98.49,77,94,40,3.36
430,430,Balaipungut,ID,1.11,101.31,81.92,64,20,2.91
431,431,Salisbury,GB,51.07,-1.8,42.13,93,92,6.93
432,432,Kruisfontein,ZA,-34,24.73,66.71,72,0,17.45
433,433,Ilhabela,BR,-23.78,-45.36,82.28,97,0,6.82
434,434,Waipawa,NZ,-39.94,176.59,68.33,69,12,20.92
435,435,Saint-Denis,FR,48.94,2.36,34.25,91,92,6.93
436,436,Cidreira,BR,-30.17,-50.22,71.21,100,100,18.01
437,437,Ladario,PT,40.7,-7.74,45.2,99,92,6.6
438,438,Shache,CN,38.42,77.24,24.09,89,92,4.03
439,439,Espumoso,BR,-28.73,-52.85,73.01,99,12,7.72
440,440,Margate,AU,-43.03,147.26,64.4,52,20,17.22
441,441,Komsomolskiy,RU,67.55,63.78,10.5,84,76,15.88
443,443,Sartell,US,45.62,-94.21,-6.43,57,40,6.93
444,444,Imeni Poliny Osipenko,RU,52.42,136.49,-15.83,46,56,1.9
445,445,Constitucion,MX,23.99,-104.67,48.2,57,75,5.14
446,446,Ust-Kulom,RU,61.69,53.69,20.85,86,88,4.36
447,447,San Joaquin,PH,10.59,122.14,76.7,74,48,14.76
449,449,Derzhavinsk,KZ,51.1,66.31,27.74,96,68,10.51
450,450,San Luis,AR,-33.3,-66.34,79.85,49,0,13.2
451,451,Puerto Carreno,CO,6.19,-67.49,91.4,46,0,3.36
452,452,Deniliquin,AU,-35.53,144.96,67.29,42,0,10.63
453,453,Acajutla,SV,13.59,-89.83,73.4,60,0,4.14
454,454,Camacha,PT,33.08,-16.33,62.6,63,75,12.75
455,455,Alyangula,AU,-13.85,136.42,80.6,94,8,9.73
456,456,Kysyl-Syr,RU,63.9,122.77,-33.6,0,64,8.61
457,457,Ifanadiana,MG,-21.3,47.64,71.07,96,76,0.78
458,458,Portland,US,45.52,-122.67,44.65,95,90,6.93
